"racename","driver","startlap","interrupt"
"2016brazil","sperez",1,NA
"2016brazil","sperez",22,NA
"2016brazil","sperez",30,NA
"2016brazil","dricciardo",1,NA
"2016brazil","dricciardo",14,NA
"2016brazil","dricciardo",22,NA
"2016brazil","dricciardo",30,NA
"2016brazil","dricciardo",41,NA
"2016brazil","dricciardo",53,NA
"2016brazil","lhamilton",1,NA
"2016brazil","lhamilton",22,NA
"2016brazil","lhamilton",30,NA
"2016brazil","kraikkonen",1,NA
"2016brazil","vbottas",1,NA
"2016brazil","vbottas",10,NA
"2016brazil","vbottas",22,NA
"2016brazil","vbottas",30,NA
"2016brazil","vbottas",39,NA
"2016brazil","jbutton",1,NA
"2016brazil","jbutton",9,NA
"2016brazil","jbutton",22,NA
"2016brazil","jbutton",30,NA
"2016brazil","jbutton",35,NA
"2016brazil","jbutton",45,NA
"2016brazil","egutierrez",1,NA
"2016brazil","egutierrez",13,NA
"2016brazil","egutierrez",22,NA
"2016brazil","egutierrez",30,NA
"2016brazil","dkvyat",1,NA
"2016brazil","dkvyat",10,NA
"2016brazil","dkvyat",18,NA
"2016brazil","dkvyat",22,NA
"2016brazil","dkvyat",30,NA
"2016brazil","falonso",1,NA
"2016brazil","falonso",10,NA
"2016brazil","falonso",22,NA
"2016brazil","falonso",30,NA
"2016brazil","mericsson",1,NA
"2016brazil","mericsson",10,NA
"2016brazil","kmagnussen",1,NA
"2016brazil","kmagnussen",8,NA
"2016brazil","kmagnussen",22,NA
"2016brazil","kmagnussen",30,NA
"2016brazil","kmagnussen",42,NA
"2016brazil","lnasr",1,NA
"2016brazil","lnasr",22,NA
"2016brazil","lnasr",30,NA
"2016brazil","fmassa",1,NA
"2016brazil","fmassa",10,NA
"2016brazil","fmassa",22,NA
"2016brazil","fmassa",30,NA
"2016brazil","fmassa",32,NA
"2016brazil","mverstappen",1,NA
"2016brazil","mverstappen",14,NA
"2016brazil","mverstappen",22,NA
"2016brazil","mverstappen",30,NA
"2016brazil","mverstappen",44,NA
"2016brazil","mverstappen",55,NA
"2016brazil","eocon",1,NA
"2016brazil","eocon",22,NA
"2016brazil","eocon",30,NA
"2016brazil","csainz",1,NA
"2016brazil","csainz",22,NA
"2016brazil","csainz",30,NA
"2016brazil","jpalmer",1,NA
"2016brazil","jpalmer",10,NA
"2016brazil","jpalmer",18,NA
"2016brazil","pwehrlein",1,NA
"2016brazil","pwehrlein",22,NA
"2016brazil","pwehrlein",30,NA
"2016brazil","pwehrlein",53,NA
"2016brazil","nrosberg",1,NA
"2016brazil","nrosberg",22,NA
"2016brazil","nrosberg",30,NA
"2016abudhabi","svettel",1,NA
"2016abudhabi","svettel",9,NA
"2016abudhabi","svettel",38,NA
"2016abudhabi","nhulkenberg",1,NA
"2016abudhabi","nhulkenberg",9,NA
"2016abudhabi","nhulkenberg",27,NA
"2016abudhabi","sperez",1,NA
"2016abudhabi","sperez",10,NA
"2016abudhabi","sperez",28,NA
"2016abudhabi","dricciardo",1,NA
"2016abudhabi","dricciardo",10,NA
"2016abudhabi","dricciardo",25,NA
"2016abudhabi","lhamilton",1,NA
"2016abudhabi","lhamilton",8,NA
"2016abudhabi","lhamilton",29,NA
"2016abudhabi","rgrosjean",1,NA
"2016abudhabi","rgrosjean",21,NA
"2016abudhabi","rgrosjean",39,NA
"2016abudhabi","kraikkonen",1,NA
"2016abudhabi","kraikkonen",8,NA
"2016abudhabi","kraikkonen",26,NA
"2016abudhabi","vbottas",1,NA
"2016abudhabi","jbutton",1,NA
"2016abudhabi","egutierrez",1,NA
"2016abudhabi","egutierrez",9,NA
"2016abudhabi","egutierrez",29,NA
"2016abudhabi","dkvyat",1,NA
"2016abudhabi","dkvyat",9,NA
"2016abudhabi","falonso",1,NA
"2016abudhabi","falonso",8,NA
"2016abudhabi","falonso",39,NA
"2016abudhabi","mericsson",1,NA
"2016abudhabi","mericsson",39,NA
"2016abudhabi","kmagnussen",1,NA
"2016abudhabi","kmagnussen",2,NA
"2016abudhabi","lnasr",1,NA
"2016abudhabi","lnasr",8,NA
"2016abudhabi","lnasr",37,NA
"2016abudhabi","fmassa",1,NA
"2016abudhabi","fmassa",9,NA
"2016abudhabi","fmassa",31,NA
"2016abudhabi","mverstappen",1,NA
"2016abudhabi","mverstappen",22,NA
"2016abudhabi","eocon",1,NA
"2016abudhabi","eocon",23,NA
"2016abudhabi","eocon",37,NA
"2016abudhabi","csainz",1,NA
"2016abudhabi","csainz",7,NA
"2016abudhabi","csainz",29,NA
"2016abudhabi","jpalmer",1,NA
"2016abudhabi","jpalmer",8,NA
"2016abudhabi","jpalmer",22,NA
"2016abudhabi","jpalmer",42,NA
"2016abudhabi","pwehrlein",1,NA
"2016abudhabi","pwehrlein",7,NA
"2016abudhabi","pwehrlein",25,NA
"2016abudhabi","nrosberg",1,NA
"2016abudhabi","nrosberg",9,NA
"2016abudhabi","nrosberg",30,NA
"2017australia","svettel",1,NA
"2017australia","svettel",24,NA
"2017australia","nhulkenberg",1,NA
"2017australia","nhulkenberg",17,NA
"2017australia","nhulkenberg",31,NA
"2017australia","sperez",1,NA
"2017australia","sperez",18,NA
"2017australia","dricciardo",1,NA
"2017australia","lhamilton",1,NA
"2017australia","lhamilton",18,NA
"2017australia","rgrosjean",1,NA
"2017australia","kraikkonen",1,NA
"2017australia","kraikkonen",27,NA
"2017australia","vbottas",1,NA
"2017australia","vbottas",26,NA
"2017australia","dkvyat",1,NA
"2017australia","dkvyat",35,NA
"2017australia","dkvyat",50,NA
"2017australia","falonso",1,NA
"2017australia","falonso",17,NA
"2017australia","mericsson",1,NA
"2017australia","kmagnussen",1,NA
"2017australia","kmagnussen",2,NA
"2017australia","kmagnussen",45,NA
"2017australia","fmassa",1,NA
"2017australia","fmassa",21,NA
"2017australia","mverstappen",1,NA
"2017australia","mverstappen",26,NA
"2017australia","eocon",1,NA
"2017australia","eocon",16,NA
"2017australia","csainz",1,NA
"2017australia","csainz",19,NA
"2017australia","jpalmer",1,NA
"2017australia","svandoorne",1,NA
"2017australia","svandoorne",10,NA
"2017australia","lstroll",1,NA
"2017australia","lstroll",6,NA
"2017australia","lstroll",30,NA
"2017australia","agiovinazzi",1,NA
"2017australia","agiovinazzi",16,NA
"2017china","svettel",1,NA
"2017china","svettel",3,NA
"2017china","svettel",35,NA
"2017china","nhulkenberg",1,NA
"2017china","nhulkenberg",2,NA
"2017china","nhulkenberg",34,NA
"2017china","sperez",1,NA
"2017china","sperez",3,NA
"2017china","sperez",21,NA
"2017china","sperez",50,NA
"2017china","dricciardo",1,NA
"2017china","dricciardo",5,NA
"2017china","dricciardo",6,NA
"2017china","dricciardo",34,NA
"2017china","lhamilton",1,NA
"2017china","lhamilton",5,NA
"2017china","lhamilton",37,NA
"2017china","rgrosjean",1,NA
"2017china","rgrosjean",3,NA
"2017china","rgrosjean",6,NA
"2017china","rgrosjean",36,NA
"2017china","kraikkonen",1,NA
"2017china","kraikkonen",5,NA
"2017china","kraikkonen",40,NA
"2017china","vbottas",1,NA
"2017china","vbottas",5,NA
"2017china","vbottas",36,NA
"2017china","dkvyat",1,NA
"2017china","dkvyat",3,NA
"2017china","falonso",1,NA
"2017china","falonso",3,NA
"2017china","mericsson",1,NA
"2017china","mericsson",3,NA
"2017china","kmagnussen",1,NA
"2017china","kmagnussen",3,NA
"2017china","kmagnussen",33,NA
"2017china","fmassa",1,NA
"2017china","fmassa",3,NA
"2017china","fmassa",25,NA
"2017china","fmassa",49,NA
"2017china","mverstappen",1,NA
"2017china","mverstappen",5,NA
"2017china","mverstappen",30,NA
"2017china","eocon",1,NA
"2017china","eocon",3,NA
"2017china","eocon",5,NA
"2017china","eocon",43,NA
"2017china","csainz",1,NA
"2017china","csainz",29,NA
"2017china","jpalmer",1,NA
"2017china","jpalmer",31,NA
"2017china","svandoorne",1,NA
"2017china","svandoorne",3,NA
"2017china","agiovinazzi",1,NA
"2017china","agiovinazzi",3,NA
"2017bahrain","svettel",1,NA
"2017bahrain","svettel",11,NA
"2017bahrain","svettel",34,NA
"2017bahrain","nhulkenberg",1,NA
"2017bahrain","nhulkenberg",14,NA
"2017bahrain","nhulkenberg",37,NA
"2017bahrain","sperez",1,NA
"2017bahrain","sperez",14,NA
"2017bahrain","sperez",37,NA
"2017bahrain","dricciardo",1,NA
"2017bahrain","dricciardo",14,NA
"2017bahrain","dricciardo",40,NA
"2017bahrain","lhamilton",1,NA
"2017bahrain","lhamilton",14,NA
"2017bahrain","lhamilton",42,NA
"2017bahrain","rgrosjean",1,NA
"2017bahrain","rgrosjean",13,NA
"2017bahrain","rgrosjean",32,NA
"2017bahrain","kraikkonen",1,NA
"2017bahrain","kraikkonen",13,NA
"2017bahrain","kraikkonen",38,NA
"2017bahrain","vbottas",1,NA
"2017bahrain","vbottas",14,NA
"2017bahrain","vbottas",31,NA
"2017bahrain","dkvyat",1,NA
"2017bahrain","dkvyat",14,NA
"2017bahrain","dkvyat",42,NA
"2017bahrain","falonso",1,NA
"2017bahrain","falonso",14,NA
"2017bahrain","falonso",37,NA
"2017bahrain","mericsson",1,NA
"2017bahrain","mericsson",34,NA
"2017bahrain","kmagnussen",1,NA
"2017bahrain","fmassa",1,NA
"2017bahrain","fmassa",14,NA
"2017bahrain","fmassa",38,NA
"2017bahrain","mverstappen",1,NA
"2017bahrain","eocon",1,NA
"2017bahrain","eocon",12,NA
"2017bahrain","eocon",38,NA
"2017bahrain","csainz",1,NA
"2017bahrain","jpalmer",1,NA
"2017bahrain","jpalmer",14,NA
"2017bahrain","jpalmer",38,NA
"2017bahrain","pwehrlein",1,NA
"2017bahrain","pwehrlein",12,NA
"2017bahrain","lstroll",1,NA
"2017bahrain","lstroll",9,NA
"2010italy","svettel",1,NA
"2010italy","svettel",53,NA
"2010italy","vpetrov",1,NA
"2010italy","vpetrov",50,NA
"2010italy","rbarrichello",1,NA
"2010italy","rbarrichello",38,NA
"2010italy","asutil",1,NA
"2010italy","asutil",3,NA
"2010italy","asutil",37,NA
"2010italy","nhulkenberg",1,NA
"2010italy","nhulkenberg",37,NA
"2010italy","sbuemi",1,NA
"2010italy","sbuemi",34,NA
"2010italy","jalguersuari",1,NA
"2010italy","jalguersuari",17,NA
"2010italy","mwebber",1,NA
"2010italy","mwebber",36,NA
"2010italy","hkovalainen",1,NA
"2010italy","hkovalainen",24,NA
"2010italy","jtrulli",1,NA
"2010italy","jtrulli",26,NA
"2010italy","vliuzzi",1,NA
"2010italy","vliuzzi",32,NA
"2010italy","tglock",1,NA
"2010italy","tglock",25,NA
"2010italy","pdelarosa",1,NA
"2010italy","pdelarosa",18,NA
"2010italy","bsenna",1,NA
"2010italy","jbutton",1,NA
"2010italy","jbutton",37,NA
"2010italy","rkubica",1,NA
"2010italy","rkubica",34,NA
"2010italy","falonso",1,NA
"2010italy","falonso",38,NA
"2010italy","ldigrassi",1,NA
"2010italy","ldigrassi",26,NA
"2010italy","syamamoto",1,NA
"2010italy","syamamoto",23,NA
"2010italy","fmassa",1,NA
"2010italy","fmassa",39,NA
"2010italy","mschumacher",1,NA
"2010italy","mschumacher",37,NA
"2010italy","nrosberg",1,NA
"2010italy","nrosberg",36,NA
"2017russia","svettel",1,NA
"2017russia","svettel",35,NA
"2017russia","nhulkenberg",1,NA
"2017russia","nhulkenberg",41,NA
"2017russia","sperez",1,NA
"2017russia","sperez",28,NA
"2017russia","dricciardo",1,NA
"2017russia","lhamilton",1,NA
"2017russia","lhamilton",31,NA
"2017russia","kraikkonen",1,NA
"2017russia","kraikkonen",30,NA
"2017russia","vbottas",1,NA
"2017russia","vbottas",28,NA
"2017russia","dkvyat",1,NA
"2017russia","dkvyat",22,NA
"2017russia","mericsson",1,NA
"2017russia","mericsson",2,NA
"2017russia","mericsson",22,NA
"2017russia","kmagnussen",1,NA
"2017russia","kmagnussen",22,NA
"2017russia","fmassa",1,NA
"2017russia","fmassa",22,NA
"2017russia","fmassa",42,NA
"2017russia","mverstappen",1,NA
"2017russia","mverstappen",30,NA
"2017russia","eocon",1,NA
"2017russia","eocon",27,NA
"2017russia","csainz",1,NA
"2017russia","csainz",25,NA
"2017russia","pwehrlein",1,NA
"2017russia","pwehrlein",3,NA
"2017russia","pwehrlein",21,NA
"2017russia","svandoorne",1,NA
"2017russia","svandoorne",2,NA
"2017russia","svandoorne",25,NA
"2017russia","lstroll",1,NA
"2017russia","lstroll",27,NA
"2017spain","svettel",1,NA
"2017spain","svettel",15,NA
"2017spain","svettel",38,NA
"2017spain","nhulkenberg",1,NA
"2017spain","nhulkenberg",16,NA
"2017spain","nhulkenberg",34,NA
"2017spain","sperez",1,NA
"2017spain","sperez",19,NA
"2017spain","sperez",35,NA
"2017spain","dricciardo",1,NA
"2017spain","dricciardo",22,NA
"2017spain","dricciardo",39,NA
"2017spain","lhamilton",1,NA
"2017spain","lhamilton",22,NA
"2017spain","lhamilton",37,NA
"2017spain","rgrosjean",1,NA
"2017spain","rgrosjean",20,NA
"2017spain","rgrosjean",35,NA
"2017spain","vbottas",1,NA
"2017spain","vbottas",27,NA
"2017spain","dkvyat",1,NA
"2017spain","dkvyat",2,NA
"2017spain","dkvyat",34,NA
"2017spain","falonso",1,NA
"2017spain","falonso",13,NA
"2017spain","falonso",32,NA
"2017spain","falonso",52,NA
"2017spain","mericsson",1,NA
"2017spain","mericsson",19,NA
"2017spain","mericsson",33,NA
"2017spain","kmagnussen",1,NA
"2017spain","kmagnussen",14,NA
"2017spain","kmagnussen",34,NA
"2017spain","kmagnussen",64,NA
"2017spain","fmassa",1,NA
"2017spain","fmassa",2,NA
"2017spain","fmassa",14,NA
"2017spain","fmassa",34,NA
"2017spain","mverstappen",1,NA
"2017spain","eocon",1,NA
"2017spain","eocon",17,NA
"2017spain","eocon",35,NA
"2017spain","csainz",1,NA
"2017spain","csainz",14,NA
"2017spain","csainz",35,NA
"2017spain","jpalmer",1,NA
"2017spain","jpalmer",3,NA
"2017spain","jpalmer",22,NA
"2017spain","jpalmer",43,NA
"2017spain","pwehrlein",1,NA
"2017spain","pwehrlein",34,NA
"2017spain","svandoorne",1,NA
"2017spain","svandoorne",13,NA
"2017spain","lstroll",1,NA
"2017spain","lstroll",13,NA
"2017spain","lstroll",34,NA
"2017monaco","svettel",1,NA
"2017monaco","svettel",40,NA
"2017monaco","nhulkenberg",1,NA
"2017monaco","sperez",1,NA
"2017monaco","sperez",17,NA
"2017monaco","sperez",64,NA
"2017monaco","sperez",73,NA
"2017monaco","dricciardo",1,NA
"2017monaco","dricciardo",39,NA
"2017monaco","lhamilton",1,NA
"2017monaco","lhamilton",47,NA
"2017monaco","rgrosjean",1,NA
"2017monaco","rgrosjean",41,NA
"2017monaco","kraikkonen",1,NA
"2017monaco","kraikkonen",35,NA
"2017monaco","vbottas",1,NA
"2017monaco","vbottas",34,NA
"2017monaco","jbutton",1,NA
"2017monaco","jbutton",2,NA
"2017monaco","jbutton",40,NA
"2017monaco","dkvyat",1,NA
"2017monaco","dkvyat",37,NA
"2017monaco","mericsson",1,NA
"2017monaco","mericsson",36,NA
"2017monaco","kmagnussen",1,NA
"2017monaco","kmagnussen",38,NA
"2017monaco","kmagnussen",43,NA
"2017monaco","fmassa",1,NA
"2017monaco","fmassa",39,NA
"2017monaco","fmassa",63,NA
"2017monaco","mverstappen",1,NA
"2017monaco","mverstappen",33,NA
"2017monaco","mverstappen",61,NA
"2017monaco","eocon",1,NA
"2017monaco","eocon",37,NA
"2017monaco","eocon",40,NA
"2017monaco","eocon",61,NA
"2017monaco","csainz",1,NA
"2017monaco","csainz",38,NA
"2017monaco","jpalmer",1,NA
"2017monaco","jpalmer",43,NA
"2017monaco","pwehrlein",1,NA
"2017monaco","pwehrlein",2,NA
"2017monaco","svandoorne",1,NA
"2017monaco","svandoorne",44,NA
"2017monaco","lstroll",1,NA
"2017monaco","lstroll",42,NA
"2017monaco","lstroll",68,NA
"2017canada","svettel",1,NA
"2017canada","svettel",6,NA
"2017canada","svettel",50,NA
"2017canada","nhulkenberg",1,NA
"2017canada","nhulkenberg",12,NA
"2017canada","sperez",1,NA
"2017canada","sperez",20,NA
"2017canada","dricciardo",1,NA
"2017canada","dricciardo",19,NA
"2017canada","lhamilton",1,NA
"2017canada","lhamilton",33,NA
"2017canada","rgrosjean",1,NA
"2017canada","rgrosjean",2,NA
"2017canada","kraikkonen",1,NA
"2017canada","kraikkonen",18,NA
"2017canada","kraikkonen",42,NA
"2017canada","vbottas",1,NA
"2017canada","vbottas",24,NA
"2017canada","dkvyat",1,NA
"2017canada","dkvyat",16,NA
"2017canada","dkvyat",54,NA
"2017canada","falonso",1,NA
"2017canada","falonso",43,NA
"2017canada","mericsson",1,NA
"2017canada","mericsson",12,NA
"2017canada","kmagnussen",1,NA
"2017canada","kmagnussen",47,NA
"2017canada","mverstappen",1,NA
"2017canada","eocon",1,NA
"2017canada","eocon",33,NA
"2017canada","jpalmer",1,NA
"2017canada","jpalmer",12,NA
"2017canada","pwehrlein",1,NA
"2017canada","pwehrlein",2,NA
"2017canada","pwehrlein",41,NA
"2017canada","svandoorne",1,NA
"2017canada","svandoorne",46,NA
"2017canada","lstroll",1,NA
"2017canada","lstroll",26,NA
"2017azerbaijan","svettel",1,NA
"2017azerbaijan","svettel",13,NA
"2017azerbaijan","svettel",24,NA
"2017azerbaijan","nhulkenberg",1,NA
"2017azerbaijan","nhulkenberg",14,NA
"2017azerbaijan","nhulkenberg",24,NA
"2017azerbaijan","sperez",1,NA
"2017azerbaijan","sperez",13,NA
"2017azerbaijan","sperez",22,NA
"2017azerbaijan","sperez",23,NA
"2017azerbaijan","dricciardo",1,NA
"2017azerbaijan","dricciardo",6,NA
"2017azerbaijan","dricciardo",14,NA
"2017azerbaijan","dricciardo",24,NA
"2017azerbaijan","lhamilton",1,NA
"2017azerbaijan","lhamilton",13,NA
"2017azerbaijan","lhamilton",24,NA
"2017azerbaijan","rgrosjean",1,NA
"2017azerbaijan","rgrosjean",4,NA
"2017azerbaijan","rgrosjean",15,NA
"2017azerbaijan","rgrosjean",24,NA
"2017azerbaijan","rgrosjean",37,NA
"2017azerbaijan","kraikkonen",1,NA
"2017azerbaijan","kraikkonen",13,NA
"2017azerbaijan","kraikkonen",22,NA
"2017azerbaijan","kraikkonen",23,NA
"2017azerbaijan","vbottas",1,NA
"2017azerbaijan","vbottas",2,NA
"2017azerbaijan","vbottas",12,NA
"2017azerbaijan","vbottas",24,NA
"2017azerbaijan","dkvyat",1,NA
"2017azerbaijan","falonso",1,NA
"2017azerbaijan","falonso",13,NA
"2017azerbaijan","falonso",24,NA
"2017azerbaijan","mericsson",1,NA
"2017azerbaijan","mericsson",13,NA
"2017azerbaijan","mericsson",24,NA
"2017azerbaijan","kmagnussen",1,NA
"2017azerbaijan","kmagnussen",13,NA
"2017azerbaijan","kmagnussen",24,NA
"2017azerbaijan","fmassa",1,NA
"2017azerbaijan","fmassa",13,NA
"2017azerbaijan","fmassa",24,NA
"2017azerbaijan","mverstappen",1,NA
"2017azerbaijan","eocon",1,NA
"2017azerbaijan","eocon",13,NA
"2017azerbaijan","eocon",21,NA
"2017azerbaijan","eocon",24,NA
"2017azerbaijan","csainz",1,NA
"2017azerbaijan","csainz",13,NA
"2017azerbaijan","csainz",24,NA
"2017azerbaijan","jpalmer",1,NA
"2017azerbaijan","pwehrlein",1,NA
"2017azerbaijan","pwehrlein",13,NA
"2017azerbaijan","pwehrlein",14,NA
"2017azerbaijan","pwehrlein",22,NA
"2017azerbaijan","pwehrlein",24,NA
"2017azerbaijan","svandoorne",1,NA
"2017azerbaijan","svandoorne",6,NA
"2017azerbaijan","svandoorne",24,NA
"2017azerbaijan","svandoorne",34,NA
"2017azerbaijan","lstroll",1,NA
"2017azerbaijan","lstroll",14,NA
"2017azerbaijan","lstroll",24,NA
"2017austria","svettel",1,NA
"2017austria","svettel",35,NA
"2017austria","nhulkenberg",1,NA
"2017austria","nhulkenberg",15,NA
"2017austria","sperez",1,NA
"2017austria","sperez",36,NA
"2017austria","dricciardo",1,NA
"2017austria","dricciardo",34,NA
"2017austria","lhamilton",1,NA
"2017austria","lhamilton",32,NA
"2017austria","rgrosjean",1,NA
"2017austria","rgrosjean",37,NA
"2017austria","kraikkonen",1,NA
"2017austria","kraikkonen",45,NA
"2017austria","vbottas",1,NA
"2017austria","vbottas",42,NA
"2017austria","dkvyat",1,NA
"2017austria","dkvyat",2,NA
"2017austria","dkvyat",56,NA
"2017austria","falonso",1,NA
"2017austria","mericsson",1,NA
"2017austria","mericsson",35,NA
"2017austria","kmagnussen",1,NA
"2017austria","fmassa",1,NA
"2017austria","fmassa",48,NA
"2017austria","eocon",1,NA
"2017austria","eocon",43,NA
"2017austria","csainz",1,NA
"2017austria","csainz",41,NA
"2017austria","jpalmer",1,NA
"2017austria","jpalmer",35,NA
"2017austria","pwehrlein",1,NA
"2017austria","pwehrlein",36,NA
"2017austria","svandoorne",1,NA
"2017austria","svandoorne",32,NA
"2017austria","lstroll",1,NA
"2017austria","lstroll",36,NA
"2017greatbritain","svettel",1,NA
"2017greatbritain","svettel",19,NA
"2017greatbritain","svettel",51,NA
"2017greatbritain","nhulkenberg",1,NA
"2017greatbritain","nhulkenberg",25,NA
"2017greatbritain","sperez",1,NA
"2017greatbritain","sperez",24,NA
"2017greatbritain","dricciardo",1,NA
"2017greatbritain","dricciardo",33,NA
"2017greatbritain","lhamilton",1,NA
"2017greatbritain","lhamilton",26,NA
"2017greatbritain","rgrosjean",1,NA
"2017greatbritain","rgrosjean",24,NA
"2017greatbritain","rgrosjean",44,NA
"2017greatbritain","kraikkonen",1,NA
"2017greatbritain","kraikkonen",25,NA
"2017greatbritain","kraikkonen",50,NA
"2017greatbritain","vbottas",1,NA
"2017greatbritain","vbottas",33,NA
"2017greatbritain","dkvyat",1,NA
"2017greatbritain","dkvyat",2,NA
"2017greatbritain","dkvyat",28,NA
"2017greatbritain","falonso",1,NA
"2017greatbritain","falonso",21,NA
"2017greatbritain","mericsson",1,NA
"2017greatbritain","mericsson",29,NA
"2017greatbritain","kmagnussen",1,NA
"2017greatbritain","kmagnussen",38,NA
"2017greatbritain","fmassa",1,NA
"2017greatbritain","fmassa",26,NA
"2017greatbritain","mverstappen",1,NA
"2017greatbritain","mverstappen",20,NA
"2017greatbritain","mverstappen",50,NA
"2017greatbritain","eocon",1,NA
"2017greatbritain","eocon",21,NA
"2017greatbritain","pwehrlein",1,NA
"2017greatbritain","pwehrlein",3,NA
"2017greatbritain","pwehrlein",4,NA
"2017greatbritain","pwehrlein",32,NA
"2017greatbritain","svandoorne",1,NA
"2017greatbritain","svandoorne",27,NA
"2017greatbritain","lstroll",1,NA
"2017greatbritain","lstroll",23,NA
"2017greatbritain","lstroll",43,NA
"2017hungary","svettel",1,NA
"2017hungary","svettel",33,NA
"2017hungary","pdiresta",1,NA
"2017hungary","pdiresta",35,NA
"2017hungary","nhulkenberg",1,NA
"2017hungary","nhulkenberg",46,NA
"2017hungary","sperez",1,NA
"2017hungary","sperez",35,NA
"2017hungary","lhamilton",1,NA
"2017hungary","lhamilton",32,NA
"2017hungary","rgrosjean",1,NA
"2017hungary","kraikkonen",1,NA
"2017hungary","kraikkonen",34,NA
"2017hungary","vbottas",1,NA
"2017hungary","vbottas",31,NA
"2017hungary","dkvyat",1,NA
"2017hungary","dkvyat",41,NA
"2017hungary","falonso",1,NA
"2017hungary","falonso",36,NA
"2017hungary","mericsson",1,NA
"2017hungary","mericsson",2,NA
"2017hungary","mericsson",64,NA
"2017hungary","kmagnussen",1,NA
"2017hungary","kmagnussen",32,NA
"2017hungary","mverstappen",1,NA
"2017hungary","mverstappen",43,NA
